File,Step,Summary,Tactic,Technique ID,Technique Name,Platform,Red Team Activity,Hosts,Users
Phase 2.md,"Step 2 — Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",sqlcmd.exe on WS01 opens authenticated TCP/1433 session to MSSQL on IIS01 as svc_app_dev,Lateral Movement,T1021,Remote Services,Windows,TONESHELL implant on WS01 spawns `sqlcmd.exe` to open an authenticated TCP/1433 session to IIS01 MSSQL as `svc_app_dev`,WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / svc_app_dev
Phase 2.md,"Step 2 — Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",EXECUTE AS LOGIN sa MSSQL privilege impersonation on IIS01,Privilege Escalation,T1134,Access Token Manipulation,Windows,"`svc_app_dev` issues `EXECUTE AS LOGIN='sa'` to switch SQL execution context, exploiting the `IMPERSONATE` privilege grant",IIS01 (10.12.10.20),svc_app_dev
Phase 2.md,"Step 2 — Lateral Movement: MSSQL Authentication, Privilege Impersonation, and xp_cmdshell Activation",xp_cmdshell enabled and invoked to spawn cmd.exe on IIS01 as NT SERVICE\MSSQL$SQLEXPRESS,Execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Windows,"`xpinit` enables `xp_cmdshell` via `sp_configure` from `sa` context, then invokes `xp_cmdshell 'whoami'` — `sqlservr.exe` spawns `cmd.exe` as `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01",IIS01 (10.12.10.20),sa / NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,TONESHELL FILE_DOWNLOAD transfers INSERT SQL staging file to C:\Windows\Temp\ on WS01,Command and Control,T1105,Ingress Tool Transfer,Windows,TONESHELL implant receives `FILE_DOWNLOAD` (id=3) task and writes AES-encrypted base64 INSERT SQL file to `C:\Windows\Temp\` on WS01,WS01 (10.12.10.30),TESTLAB\labuser
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,sqlcmd.exe on WS01 bulk-INSERTs base64 payload chunks into tempdb..stg on IIS01 via MSSQL channel,Lateral Movement,T1570,Lateral Tool Transfer,Windows,"TONESHELL spawns `sqlcmd -i <sql_file>` on WS01 to bulk-INSERT base64-encoded AES-encrypted payload chunks into `tempdb..stg` on IIS01 — database used as covert staging channel, no file written to IIS01 disk",WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / sa
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,"sp_OA Scripting.FileSystemObject writes staged scripts (.ps1 decrypt, .bat launcher) to C:\ProgramData\ on IIS01",Execution,T1559.001,Inter-Process Communication: Component Object Model,Windows,"WS01 sqlcmd invokes `sp_OACreate 'Scripting.FileSystemObject'` + `sp_OAMethod OpenTextFile/Write` twice — once to write the `.ps1` AES decrypt script, once to write the `.bat` EfsPotato launcher — both to `C:\ProgramData\` on IIS01",IIS01 (10.12.10.20),sa
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,xp_cmdshell spawns PowerShell decrypt script on IIS01,Execution,T1059.001,Command and Scripting Interpreter: PowerShell,Windows,`xp_cmdshell 'powershell -ExecutionPolicy Bypass -NoProfile -File <ps1>'` spawns `powershell.exe` as `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,"PowerShell SqlClient reads tempdb..stg rows, AES decrypts, writes CertEnrollSvc.exe to C:\ProgramData\",Stealth,T1140,Deobfuscate/Decode Files or Information,Windows,"PowerShell opens a SqlClient loopback connection to `tempdb`, reads and concatenates all `stg` rows, AES-256-CBC decrypts the payload, writes `CertEnrollSvc.exe` binary to `C:\ProgramData\`",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,INSERT SQL file deleted from C:\Windows\Temp\ on WS01 and tempdb..stg dropped on IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,WS01 deletes INSERT SQL file via `cmd /c del /f`; WS01 sqlcmd issues `DROP TABLE tempdb..stg` on IIS01 — staging artifacts cleared,WS01 (10.12.10.30) / IIS01 (10.12.10.20),TESTLAB\labuser / sa
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,xp_cmdshell executes bat launcher spawning CertEnrollSvc.exe on IIS01,Execution,T1059.003,Command and Scripting Interpreter: Windows Command Shell,Windows,`xp_cmdshell` runs `.bat` which spawns `CertEnrollSvc.exe` as a child of `cmd.exe` under `NT SERVICE\MSSQL$SQLEXPRESS` on IIS01,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe EfsPotato named-pipe impersonation: creates attacker pipe → coerces LSASS via EfsRpcEncryptFileSrv → captures and duplicates SYSTEM token,Privilege Escalation,T1134.001,Access Token Manipulation: Token Impersonation/Theft,Windows,"`CertEnrollSvc.exe` executes the full EfsPotato chain: **(1)** creates a named pipe at `\\.\pipe\{guid}` (file I/O telemetry — pipe creation by a non-SYSTEM service process); **(2)** issues `EfsRpcEncryptFileSrv` RPC call targeting the `lsarpc` named pipe to force LSASS to connect to the attacker pipe (RPC/ETW telemetry — EFSSVC must be running); **(3)** calls `FSCTL_PIPE_IMPERSONATE` on the pipe handle, retrieves the SYSTEM impersonation token via `NtOpenThreadToken`, and duplicates it to a primary token via `NtDuplicateToken` (native API monitoring — kernel callback for token duplication sequence)",IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,CertEnrollSvc.exe CreateProcessWithTokenW spawns cmd.exe as NT AUTHORITY\SYSTEM,Privilege Escalation,T1134.002,Access Token Manipulation: Create Process with Token,Windows,`CertEnrollSvc.exe` calls `CreateProcessWithTokenW` with the duplicated SYSTEM primary token to spawn `cmd.exe /c whoami /priv > C:\ProgramData\sys_out.txt` as `NT AUTHORITY\SYSTEM`,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,SYSTEM cmd.exe runs whoami /priv to confirm full privilege token on IIS01,Discovery,T1033,System Owner/User Discovery,Windows,`cmd.exe` running as `NT AUTHORITY\SYSTEM` executes `whoami /priv` and redirects output to `C:\ProgramData\sys_out.txt` — verifies that the duplicated token carries full SYSTEM privileges,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,xp_cmdshell reads SYSTEM whoami output from C:\ProgramData\sys_out.txt on IIS01,Collection,T1005,Data from Local System,Windows,WS01 sqlcmd invokes `xp_cmdshell 'type C:\ProgramData\sys_out.txt'` to return SYSTEM privilege output to operator via C2,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 3 — Payload Staging and Privilege Escalation: MSSQL DB-Channel Transfer and EFS Named-Pipe Impersonation,EfsPotato bat launcher and output files deleted from C:\ProgramData\ on IIS01,Stealth,T1070.004,Indicator Removal: File Deletion,Windows,`xpshell cmd` cleanup deletes `.bat` and output `.txt` files from `C:\ProgramData\` via `xp_cmdshell del /f`,IIS01 (10.12.10.20),NT SERVICE\MSSQL$SQLEXPRESS
Phase 2.md,Step 4 — Discovery: Domain Groups and Accounts,net.exe group /domain enumerates testlab.local domain groups from IIS01,Discovery,T1069.002,Permission Groups Discovery: Domain Groups,Windows,`disc.bat` run in SYSTEM context invokes `net group /domain`; net.exe lists all groups in testlab.local via SAM-R to the domain controller,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 4 — Discovery: Domain Groups and Accounts,"net.exe group ""Domain Admins"" /domain queries privileged group membership on testlab.local",Discovery,T1069.002,Permission Groups Discovery: Domain Groups,Windows,"`disc.bat` runs `net group ""Domain Admins"" /domain` in SYSTEM context; net.exe requests Domain Admins membership — may be denied by default AD ACL, attempt is observable",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 4 — Discovery: Domain Groups and Accounts,net.exe user /domain enumerates testlab.local domain accounts from IIS01,Discovery,T1087.002,Account Discovery: Domain Account,Windows,`disc.bat` runs `net user /domain` in SYSTEM context; net.exe lists domain user accounts on testlab.local via SAM-R to the domain controller,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 2.md,Step 4 — Discovery: Domain Groups and Accounts,net.exe user administrator /domain queries target domain account details on testlab.local,Discovery,T1087.002,Account Discovery: Domain Account,Windows,`disc.bat` runs `net user administrator /domain` in SYSTEM context; net.exe returns the full account record for the domain `administrator` account,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe queries own token elevation as pre-flight check,Discovery,T1069.001,Permission Groups Discovery: Local Groups,Windows,`ReflectDump.exe` calls token self-query on the current process to verify elevated context before any cross-process activity,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,"ReflectDump.exe LSASS memory access chain: pre-allocates 75 MB heap buffer, opens lsass.exe handle with reflection access mask ~0x4FA, forks suspended reflection clone via RtlCreateProcessReflection, and captures full minidump into heap via MiniDumpWriteDump IoWriteAllCallback",Credential Access,T1003.001,OS Credential Dumping: LSASS Memory,Windows,"`ReflectDump.exe` (1) commits a 75 MB private heap region before any cross-process access; (2) calls `OpenProcess(~0x4FA)` on lsass.exe — reflection-specific mask, not full `0x1FFFFF` (Sysmon EC=10 on lsass.exe target); (3) `RtlCreateProcessReflection` forks a suspended clone — Sysmon EC=1 with lsass.exe as parent; (4) `MiniDumpWriteDump(MiniDumpWithFullMemory)` via `IoWriteAllCallback` writes exclusively to heap buffer — no file handle at dump time",IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
Phase 3.md,Step 2 — Credential Access: LSASS Reflection Dump via EfsPotato SYSTEM Context,ReflectDump.exe enumerates processes to locate lsass.exe via EnumProcesses + PROCESS_QUERY_LIMITED_INFORMATION,Discovery,T1057,Process Discovery,Windows,`ReflectDump.exe` calls `EnumProcesses` + `OpenProcess(PROCESS_QUERY_LIMITED_INFORMATION)` per PID to locate `lsass.exe`; avoids Toolhelp32 snapshot,IIS01 (10.12.10.20),NT AUTHORITY\SYSTEM
